2022-10-05T04:42:07.992576, 445524
2022-10-05T04:42:17.568143, 441261
2022-10-05T04:42:27.489035, 454222
2022-10-05T04:42:37.778673, 453396
2022-10-05T04:42:47.689888, 449628
2022-10-05T04:42:57.635597, 443564
2022-10-05T04:43:07.575728, 454050
2022-10-05T04:43:17.500004, 441938
2022-10-05T04:43:27.516849, 443565
2022-10-05T04:43:37.805681, 445692
2022-10-05T04:43:47.710385, 445687
2022-10-05T04:43:57.641162, 445685
2022-10-05T04:44:07.553270, 441238
2022-10-05T04:44:17.470649, 445683
2022-10-05T04:44:27.783180, 453593
2022-10-05T04:44:37.688437, 440620
2022-10-05T04:44:47.594590, 445687
2022-10-05T04:44:57.531842, 443441
2022-10-05T04:45:07.470633, 440169
2022-10-05T04:45:17.802719, 445522
2022-10-05T04:45:27.706244, 449849
2022-10-05T04:45:37.610696, 445692
2022-10-05T04:45:47.505153, 449170
2022-10-05T04:45:57.792602, 444891
2022-10-05T04:46:07.709140, 444860
2022-10-05T07:30:27.843402, 449755
2022-10-05T07:30:36.907380, 446877
2022-10-05T07:30:46.878421, 452279
2022-10-05T07:30:56.814193, 446365
2022-10-05T07:31:07.063942, 451156
2022-10-05T07:31:16.998190, 451518
2022-10-05T07:31:27.000460, 450528
2022-10-05T07:31:36.912039, 444990
2022-10-05T07:31:47.132069, 450719
2022-10-05T07:31:56.966671, 449977
2022-10-05T07:32:06.843050, 445948
2022-10-05T07:32:17.101046, 449808
2022-10-05T07:32:27.010482, 445981
2022-10-05T07:32:37.019365, 431075
2022-10-05T07:32:46.853353, 431076
2022-10-05T07:32:57.063698, 449962
2022-10-05T07:33:06.877331, 445111
2022-10-05T07:33:17.130043, 430551
2022-10-05T07:33:26.925534, 445664
2022-10-05T07:33:37.110455, 443309
2022-10-05T07:33:47.021535, 445473
2022-10-05T07:33:56.919975, 444404
2022-10-05T07:34:07.170423, 430866
2022-10-05T07:34:16.887388, 450470
2022-10-05T07:34:26.868950, 445089
2022-10-05T07:36:08.536409, 452420
2022-10-05T07:36:17.883414, 449858
2022-10-05T07:36:27.719737, 452241
2022-10-05T07:36:37.674215, 440367
2022-10-05T07:36:47.878634, 449328
2022-10-05T07:36:57.687394, 452659
2022-10-05T07:37:07.885850, 444188
2022-10-05T07:37:17.705489, 439234
2022-10-05T07:37:27.897406, 451766
2022-10-05T07:37:37.721703, 441696
2022-10-05T07:37:47.942922, 449663
2022-10-05T07:37:57.804034, 447869
2022-10-05T07:38:07.646071, 445166
2022-10-05T07:38:17.843407, 439179
2022-10-05T07:38:27.667202, 440973
2022-10-05T07:38:37.874257, 438597
2022-10-05T07:38:47.689033, 452988
2022-10-05T07:38:57.906211, 452666
2022-10-05T07:39:07.749448, 452373
2022-10-05T07:39:17.944236, 452848
2022-10-05T07:39:27.747425, 452408
2022-10-05T07:39:37.951647, 451930
2022-10-05T07:39:47.774864, 452254
2022-10-05T07:39:57.606994, 452070
2022-10-05T07:40:07.798349, 451965
2022-10-05T07:44:41.193197, 436279
2022-10-05T07:44:50.393101, 435684
2022-10-05T07:45:00.653523, 433441
2022-10-05T07:45:10.447889, 435715
2022-10-05T07:45:20.422997, 435684
2022-10-05T07:45:30.375923, 438437
2022-10-05T07:45:40.514668, 434998
2022-10-05T07:45:50.557551, 434320
2022-10-05T07:46:00.570498, 435663
2022-10-05T07:46:10.321668, 433891
2022-10-05T07:46:20.298655, 436350
2022-10-05T07:46:30.644735, 434689
2022-10-05T07:46:40.607540, 435660
2022-10-05T07:46:50.624722, 436328
2022-10-05T07:47:00.452542, 437069
2022-10-05T07:47:10.357988, 438445
2022-10-05T07:47:20.351647, 435709
